symbol,profile.mktCap,profile.companyName,profile.industry,profile.description,profile.sector
ESRX,53915840000,Express Scripts Holding Company,Health Care Plans,"Express Scripts Holding Co is a pharmacy benefit manager in the United States. It offers healthcare management and administration services such as managed care organizations, health insurers, workers' compensation plans and government health programs.",Healthcare
ETSY,9.06E+09,Etsy Inc.,Retail - Apparel & Specialty,"Etsy Inc operates a marketplace where people around the world connect, both online and offline, to make, sell and buy goods.",Consumer Cyclical
ANDV,21481350000,Andeavor,Oil & Gas - Refining & Marketing,Andeavor is engaged in the refining and retail marketing of refined petroleum products. It also operates retail fuel outlets in the Western and mid-continental United States.,Energy
TAL,3.88E+10,TAL Education Group American Depositary Shares,Education,"TAL Education Group is engaged in providing after-school tutoring programs for primary and secondary school students in China. It delivers its tutoring services through small classes, personalized premium services, and online course offerings.",Consumer Defensive
UNH,2.93E+11,UnitedHealth Group Incorporated (DE),Health Care Plans,"UnitedHealth Group Inc is a diversified health care company in the United States. It designs products, provides services and applies technologies that improve access to health and well-being services, and make health care more affordable.",Healthcare
GES,8.63E+08,Guess? Inc.,Retail - Apparel & Specialty,"Guess? Inc designs, markets, distributes and licenses a lifestyle collection of contemporary apparel and accessories for men, women and children that reflects the American lifestyle and European fashion sensibilities.",Consumer Cyclical
AMZN,1.30E+12,Amazon.com Inc.,Online Media,"Amazon.com Inc is an online retailer. The Company sells its products through the website which provides services, such as advertising services and co-branded credit card agreements. It also offers electronic devices like Kindle e-readers and Fire tablets.",Technology
NFLX,1.91E+11,Netflix Inc.,Communication Services,"Netflix Inc provides multimedia content through the internet. It provides a subscription based platform for television shows, movies and original series.",Communication Services
ENTG,8.44E+09,Entegris Inc.,Semiconductors,"Entegris Inc is a developer, manufacturer and supplier of products and materials used in processing and manufacturing in the semiconductor and other technology industries. The company sells its products through a direct salesforce and distributors.",Technology
CSX,5.64E+10,CSX Corporation,Transportation & Logistics,"CSX Corp is a railroad operating company with operations spread across the Eastern United States. The company hauls shipments of coal products, chemicals, intermodal containers, and a diverse mix of other merchandise.",Industrials
WYNN,1.11E+10,Wynn Resorts Limited,Travel & Leisure,"Wynn Resorts Ltd is a casino resorts operator. The company integrates hotel accommodations and a range of amenities, including fine dining outlets, premium retail offerings, distinctive entertainment theaters and large meeting complexes.",Consumer Cyclical
FOX,1.86E+10,Twenty-First Century Fox Inc.,Entertainment,"Twenty-First Century Fox Inc is a diversified media and entertainment company. It operates in various business segments namely Cable Network Programming, Television, Filmed Entertainment, and Direct Broadcast Satellite Television.",Consumer Cyclical
CNC,3.80E+10,Centene Corporation,Health Care Plans,"Centene Corp offers healthcare plans to United States government sponsored healthcare programs. The company primarily focuses on uninsured individuals and helps them access care facilities, and social services through government subsidized programs.",Healthcare
ZION,6.44E+09,Zions Bancorporation,Banks,Zions Bancorp is a bank holding company. The bank has over 400 branches across the United States and has more than $50 billion worth of assets. It provides banking services to small and midsize businesses as well as individuals.,Financial Services
CLDR,3.54E+09,Cloudera Inc.,Application Software,"Cloudera Inc sells subscriptions and services for its data management, machine learning and advanced analytics platform. This platform delivers capabilities for data management, machine learning and advanced analytics.",Technology
CI,7.91E+10,Cigna Corporation,Health Care Plans,"Cigna Corp operates in the healthcare industry. It provides medical, dental, disability, life and accident insurance products.",Healthcare
WMB,2.49E+10,Williams Companies Inc. (The),Oil & Gas - Midstream,"Williams Companies Inc is a large pipeline company. It owns stakes in and operates 15,000 miles of interstate gas pipelines and 1,000 miles of natural gas liquids pipelines. The company also produces olefins for petrochemical feedstocks.",Energy
SYNH,6.04E+09,Syneos Health Inc.,Medical Diagnostics & Research,"INC Research Holdings Inc is a Contract Research Organization providing clinical development services for biopharmaceutical & medical device industries. It operates in North America, Europe, Middle East and Africa, Asia-Pacific and Latin America.",Healthcare
HBI,4.56E+09,Hanesbrands Inc.,Manufacturing - Apparel & Furniture,"Hanesbrands Inc designs, manufactures, sources and sells apparel essentials such as t-shirts, innerwear, casualwear, activewear, socks and hosiery. It markets its products under the brand names of Hanes, Champion, and Maidenform.",Consumer Cyclical
BBT,7.28E+10,BB&T Corporation,Banks,"BB&T Corporation is a financial holding company. It is a regional banking company with a presence primarily in the Southeastern United States. The company provides a range of banking services, and loans to businesses and consumers.",Financial Services
XL,14973400000,XL Group Ltd.,Insurance - Property & Casualty,"XL Group Ltd provides insurance and reinsurance service. It provides property, casualty and specialty products to industrial, commercial and professional firms, insurance companies and other enterprises.",Financial Services
PAYX,2.79E+10,Paychex Inc.,Business Services,"Paychex Inc operates in payroll outsourcing industry. The company provides integrated payroll, human resource, insurance, and benefits outsourcing solutions for small and medium-sized businesses in the United States.",Industrials
CELG,7.70E+10,Celgene Corporation,Biotechnology,"Celgene Corp is a biotech company that discovers, develops, and commercializes therapies designed to treat cancer and immune-inflammatory related diseases. Its registered brands are Abraxane, Istodax, Otezla, Pomalyst, Revlimid, Thalomid, Vidaza.",Healthcare
D,7.20E+10,Dominion Energy Inc.,Utilities - Regulated,"Dominion Energy Inc is a producer and transporter of energy. It manages its daily operations through three operating segments namely Dominion Virginia Power of DVP, Dominion Energy and Dominion Generation.",Utilities
